sku_name,op_name,provider,arg_type,world_size,dtype,batch_size,dim_size,latency(us),algo_size(B),bus_size(B),algo_bw(GB/s),bus_bw(GB/s),kernels,algo_bw_sum(GB/s),bus_bw_sum(GB/s),latency_list(us),algo_bw_list(GB/s),bus_bw_list(GB/s)
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,1,1024,16.359,4096,4096,0.25,0.25,[],0.25,0.25,[16.359],[0.25],[0.25]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,2,1024,16.282,8192,8192,0.503,0.503,[],0.503,0.503,[16.282],[0.503],[0.503]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,4,1024,16.233,16384,16384,1.009,1.009,[],1.009,1.009,[16.233],[1.009],[1.009]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,8,1024,16.557,32768,32768,1.979,1.979,[],1.979,1.979,[16.557],[1.979],[1.979]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,16,1024,18.028,65536,65536,3.635,3.635,[],3.635,3.635,[18.028],[3.635],[3.635]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,32,1024,20.351,131072,131072,6.441,6.441,[],6.441,6.441,[20.351],[6.441],[6.441]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,64,1024,25.258,262144,262144,10.378,10.378,[],10.378,10.378,[25.258],[10.378],[10.378]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,128,1024,35.97,524288,524288,14.576,14.576,[],14.576,14.576,[35.97],[14.576],[14.576]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,256,1024,55.096,1048576,1048576,19.032,19.032,[],19.032,19.032,[55.096],[19.032],[19.032]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,512,1024,95.058,2097152,2097152,22.062,22.062,[],22.062,22.062,[95.058],[22.062],[22.062]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,1024,1024,164.725,4194304,4194304,25.463,25.463,[],25.463,25.463,[164.725],[25.463],[25.463]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,2048,1024,313.949,8388608,8388608,26.72,26.72,[],26.72,26.72,[313.949],[26.72],[26.72]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,4096,1024,604.834,16777216,16777216,27.739,27.739,[],27.739,27.739,[604.834],[27.739],[27.739]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,8192,1024,1190.928,33554432,33554432,28.175,28.175,[],28.175,28.175,[1190.928],[28.175],[28.175]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,16384,1024,2376.225,67108864,67108864,28.242,28.242,[],28.242,28.242,[2376.225],[28.242],[28.242]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,32768,1024,4718.552,134217728,134217728,28.445,28.445,[],28.445,28.445,[4718.552],[28.445],[28.445]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,65536,1024,9416.884,268435456,268435456,28.506,28.506,[],28.506,28.506,[9416.884],[28.506],[28.506]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,131072,1024,18870.2,536870912,536870912,28.451,28.451,[],28.451,28.451,[18870.2],[28.451],[28.451]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,262144,1024,37742.968,1073741824,1073741824,28.449,28.449,[],28.449,28.449,[37742.968],[28.449],[28.449]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,524288,1024,75237.272,2147483648,2147483648,28.543,28.543,[],28.543,28.543,[75237.272],[28.543],[28.543]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,1048576,1024,150430.77,4294967296,4294967296,28.551,28.551,[],28.551,28.551,[150430.77],[28.551],[28.551]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float32,2097152,1024,300890.004,8589934592,8589934592,28.548,28.548,[],28.548,28.548,[300890.004],[28.548],[28.548]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,1,1024,15.479,2048,2048,0.132,0.132,[],0.132,0.132,[15.479],[0.132],[0.132]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,2,1024,15.126,4096,4096,0.271,0.271,[],0.271,0.271,[15.126],[0.271],[0.271]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,4,1024,17.114,8192,8192,0.479,0.479,[],0.479,0.479,[17.114],[0.479],[0.479]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,8,1024,16.226,16384,16384,1.01,1.01,[],1.01,1.01,[16.226],[1.01],[1.01]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,16,1024,17.626,32768,32768,1.859,1.859,[],1.859,1.859,[17.626],[1.859],[1.859]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,32,1024,17.691,65536,65536,3.705,3.705,[],3.705,3.705,[17.691],[3.705],[3.705]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,64,1024,20.24,131072,131072,6.476,6.476,[],6.476,6.476,[20.24],[6.476],[6.476]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,128,1024,25.409,262144,262144,10.317,10.317,[],10.317,10.317,[25.409],[10.317],[10.317]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,256,1024,36.76,524288,524288,14.263,14.263,[],14.263,14.263,[36.76],[14.263],[14.263]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,512,1024,56.307,1048576,1048576,18.622,18.622,[],18.622,18.622,[56.307],[18.622],[18.622]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,1024,1024,95.206,2097152,2097152,22.028,22.028,[],22.028,22.028,[95.206],[22.028],[22.028]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,2048,1024,168.62,4194304,4194304,24.874,24.874,[],24.874,24.874,[168.62],[24.874],[24.874]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,4096,1024,310.446,8388608,8388608,27.021,27.021,[],27.021,27.021,[310.446],[27.021],[27.021]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,8192,1024,603.811,16777216,16777216,27.786,27.786,[],27.786,27.786,[603.811],[27.786],[27.786]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,16384,1024,1190.004,33554432,33554432,28.197,28.197,[],28.197,28.197,[1190.004],[28.197],[28.197]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,32768,1024,2364.432,67108864,67108864,28.383,28.383,[],28.383,28.383,[2364.432],[28.383],[28.383]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,65536,1024,4718.75,134217728,134217728,28.443,28.443,[],28.443,28.443,[4718.75],[28.443],[28.443]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,131072,1024,9416.468,268435456,268435456,28.507,28.507,[],28.507,28.507,[9416.468],[28.507],[28.507]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,262144,1024,18858.91,536870912,536870912,28.468,28.468,[],28.468,28.468,[18858.91],[28.468],[28.468]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,524288,1024,37651.572,1073741824,1073741824,28.518,28.518,[],28.518,28.518,[37651.572],[28.518],[28.518]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,1048576,1024,75313.595,2147483648,2147483648,28.514,28.514,[],28.514,28.514,[75313.595],[28.514],[28.514]
Intel(R) Graphics [0xe211],device2host,torch,default,1,float16,2097152,1024,150405.507,4294967296,4294967296,28.556,28.556,[],28.556,28.556,[150405.507],[28.556],[28.556]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,1,1024,14.088,2048,2048,0.145,0.145,[],0.145,0.145,[14.088],[0.145],[0.145]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,2,1024,14.963,4096,4096,0.274,0.274,[],0.274,0.274,[14.963],[0.274],[0.274]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,4,1024,14.328,8192,8192,0.572,0.572,[],0.572,0.572,[14.328],[0.572],[0.572]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,8,1024,16.327,16384,16384,1.004,1.004,[],1.004,1.004,[16.327],[1.004],[1.004]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,16,1024,16.206,32768,32768,2.022,2.022,[],2.022,2.022,[16.206],[2.022],[2.022]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,32,1024,17.397,65536,65536,3.767,3.767,[],3.767,3.767,[17.397],[3.767],[3.767]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,64,1024,20.32,131072,131072,6.45,6.45,[],6.45,6.45,[20.32],[6.45],[6.45]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,128,1024,24.57,262144,262144,10.669,10.669,[],10.669,10.669,[24.57],[10.669],[10.669]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,256,1024,34.697,524288,524288,15.11,15.11,[],15.11,15.11,[34.697],[15.11],[15.11]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,512,1024,54.834,1048576,1048576,19.123,19.123,[],19.123,19.123,[54.834],[19.123],[19.123]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,1024,1024,90.734,2097152,2097152,23.113,23.113,[],23.113,23.113,[90.734],[23.113],[23.113]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,2048,1024,169.219,4194304,4194304,24.786,24.786,[],24.786,24.786,[169.219],[24.786],[24.786]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,4096,1024,310.611,8388608,8388608,27.007,27.007,[],27.007,27.007,[310.611],[27.007],[27.007]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,8192,1024,604.157,16777216,16777216,27.77,27.77,[],27.77,27.77,[604.157],[27.77],[27.77]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,16384,1024,1189.028,33554432,33554432,28.22,28.22,[],28.22,28.22,[1189.028],[28.22],[28.22]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,32768,1024,2366.787,67108864,67108864,28.354,28.354,[],28.354,28.354,[2366.787],[28.354],[28.354]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,65536,1024,4717.348,134217728,134217728,28.452,28.452,[],28.452,28.452,[4717.348],[28.452],[28.452]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,131072,1024,9416.318,268435456,268435456,28.507,28.507,[],28.507,28.507,[9416.318],[28.507],[28.507]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,262144,1024,18861.159,536870912,536870912,28.464,28.464,[],28.464,28.464,[18861.159],[28.464],[28.464]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,524288,1024,37651.982,1073741824,1073741824,28.518,28.518,[],28.518,28.518,[37651.982],[28.518],[28.518]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,1048576,1024,75235.142,2147483648,2147483648,28.544,28.544,[],28.544,28.544,[75235.142],[28.544],[28.544]
Intel(R) Graphics [0xe211],device2host,torch,default,1,bfloat16,2097152,1024,150456.87,4294967296,4294967296,28.546,28.546,[],28.546,28.546,[150456.87],[28.546],[28.546]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,1,1024,13.955,1024,1024,0.073,0.073,[],0.073,0.073,[13.955],[0.073],[0.073]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,2,1024,14.167,2048,2048,0.145,0.145,[],0.145,0.145,[14.167],[0.145],[0.145]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,4,1024,16.063,4096,4096,0.255,0.255,[],0.255,0.255,[16.063],[0.255],[0.255]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,8,1024,16.297,8192,8192,0.503,0.503,[],0.503,0.503,[16.297],[0.503],[0.503]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,16,1024,15.98,16384,16384,1.025,1.025,[],1.025,1.025,[15.98],[1.025],[1.025]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,32,1024,16.886,32768,32768,1.941,1.941,[],1.941,1.941,[16.886],[1.941],[1.941]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,64,1024,19.218,65536,65536,3.41,3.41,[],3.41,3.41,[19.218],[3.41],[3.41]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,128,1024,20.355,131072,131072,6.439,6.439,[],6.439,6.439,[20.355],[6.439],[6.439]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,256,1024,24.18,262144,262144,10.841,10.841,[],10.841,10.841,[24.18],[10.841],[10.841]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,512,1024,35.002,524288,524288,14.979,14.979,[],14.979,14.979,[35.002],[14.979],[14.979]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,1024,1024,55.868,1048576,1048576,18.769,18.769,[],18.769,18.769,[55.868],[18.769],[18.769]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,2048,1024,89.826,2097152,2097152,23.347,23.347,[],23.347,23.347,[89.826],[23.347],[23.347]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,4096,1024,161.467,4194304,4194304,25.976,25.976,[],25.976,25.976,[161.467],[25.976],[25.976]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,8192,1024,313.478,8388608,8388608,26.76,26.76,[],26.76,26.76,[313.478],[26.76],[26.76]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,16384,1024,603.939,16777216,16777216,27.78,27.78,[],27.78,27.78,[603.939],[27.78],[27.78]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,32768,1024,1189.869,33554432,33554432,28.2,28.2,[],28.2,28.2,[1189.869],[28.2],[28.2]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,65536,1024,2364.373,67108864,67108864,28.383,28.383,[],28.383,28.383,[2364.373],[28.383],[28.383]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,131072,1024,4719.627,134217728,134217728,28.438,28.438,[],28.438,28.438,[4719.627],[28.438],[28.438]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,262144,1024,9416.115,268435456,268435456,28.508,28.508,[],28.508,28.508,[9416.115],[28.508],[28.508]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,524288,1024,18861.718,536870912,536870912,28.464,28.464,[],28.464,28.464,[18861.718],[28.464],[28.464]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,1048576,1024,37651.931,1073741824,1073741824,28.518,28.518,[],28.518,28.518,[37651.931],[28.518],[28.518]
Intel(R) Graphics [0xe211],device2host,torch,default,1,int8,2097152,1024,75235.156,2147483648,2147483648,28.544,28.544,[],28.544,28.544,[75235.156],[28.544],[28.544]
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,1,1024,15.587,4096,4096,0.263,0.263,[],0.526,0.526,"[15.216, 15.957]","[0.269, 0.257]","[0.269, 0.257]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,2,1024,16.12,8192,8192,0.508,0.508,[],1.017,1.017,"[16.142, 16.097]","[0.508, 0.509]","[0.508, 0.509]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,4,1024,15.495,16384,16384,1.057,1.057,[],2.114,2.114,"[15.567, 15.422]","[1.052, 1.062]","[1.052, 1.062]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,8,1024,17.152,32768,32768,1.911,1.911,[],3.822,3.822,"[17.437, 16.868]","[1.879, 1.943]","[1.879, 1.943]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,16,1024,18.17,65536,65536,3.607,3.607,[],7.215,7.215,"[17.876, 18.464]","[3.666, 3.549]","[3.666, 3.549]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,32,1024,22.084,131072,131072,5.935,5.935,[],11.87,11.87,"[22.009, 22.16]","[5.955, 5.915]","[5.955, 5.915]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,64,1024,30.469,262144,262144,8.604,8.604,[],17.207,17.207,"[30.442, 30.496]","[8.611, 8.596]","[8.611, 8.596]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,128,1024,52.474,524288,524288,9.992,9.992,[],19.983,19.983,"[52.474, 52.473]","[9.991, 9.992]","[9.991, 9.992]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,256,1024,90.409,1048576,1048576,11.599,11.599,[],23.197,23.197,"[90.879, 89.939]","[11.538, 11.659]","[11.538, 11.659]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,512,1024,105.13,2097152,2097152,19.953,19.953,[],39.907,39.907,"[106.802, 103.458]","[19.636, 20.271]","[19.636, 20.271]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,1024,1024,173.576,4194304,4194304,24.164,24.164,[],48.328,48.328,"[173.56, 173.592]","[24.166, 24.162]","[24.166, 24.162]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,2048,1024,311.391,8388608,8388608,26.939,26.939,[],53.879,53.879,"[312.308, 310.474]","[26.86, 27.019]","[26.86, 27.019]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,4096,1024,603.669,16777216,16777216,27.792,27.792,[],55.584,55.584,"[602.643, 604.695]","[27.839, 27.745]","[27.839, 27.745]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,8192,1024,1189.998,33554432,33554432,28.197,28.197,[],56.394,56.394,"[1190.077, 1189.919]","[28.195, 28.199]","[28.195, 28.199]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,16384,1024,2367.502,67108864,67108864,28.346,28.346,[],56.692,56.692,"[2367.414, 2367.589]","[28.347, 28.345]","[28.347, 28.345]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,32768,1024,4715.395,134217728,134217728,28.464,28.464,[],56.928,56.928,"[4712.55, 4718.239]","[28.481, 28.447]","[28.481, 28.447]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,65536,1024,9416.896,268435456,268435456,28.505,28.505,[],57.011,57.011,"[9415.702, 9418.091]","[28.509, 28.502]","[28.509, 28.502]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,131072,1024,18865.442,536870912,536870912,28.457,28.457,[],56.915,56.915,"[18870.361, 18860.523]","[28.45, 28.465]","[28.45, 28.465]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,262144,1024,37665.386,1073741824,1073741824,28.508,28.508,[],57.015,57.015,"[37678.051, 37652.72]","[28.498, 28.517]","[28.498, 28.517]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,524288,1024,75297.356,2147483648,2147483648,28.52,28.52,[],57.04,57.04,"[75233.939, 75360.773]","[28.544, 28.496]","[28.544, 28.496]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,1048576,1024,150401.008,4294967296,4294967296,28.557,28.557,[],57.114,57.114,"[150400.279, 150401.738]","[28.557, 28.557]","[28.557, 28.557]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float32,2097152,1024,300797.828,8589934592,8589934592,28.558,28.558,[],57.115,57.115,"[300780.819, 300814.837]","[28.559, 28.556]","[28.559, 28.556]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,1,1024,15.587,2048,2048,0.132,0.132,[],0.263,0.263,"[15.364, 15.809]","[0.133, 0.13]","[0.133, 0.13]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,2,1024,15.133,4096,4096,0.271,0.271,[],0.542,0.542,"[15.622, 14.645]","[0.262, 0.28]","[0.262, 0.28]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,4,1024,16.37,8192,8192,0.5,0.5,[],1.001,1.001,"[16.779, 15.962]","[0.488, 0.513]","[0.488, 0.513]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,8,1024,16.646,16384,16384,0.986,0.986,[],1.972,1.972,"[15.917, 17.375]","[1.029, 0.943]","[1.029, 0.943]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,16,1024,17.117,32768,32768,1.914,1.914,[],3.829,3.829,"[16.853, 17.381]","[1.944, 1.885]","[1.944, 1.885]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,32,1024,17.071,65536,65536,3.841,3.841,[],7.683,7.683,"[16.623, 17.518]","[3.942, 3.741]","[3.942, 3.741]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,64,1024,20.102,131072,131072,6.521,6.521,[],13.042,13.042,"[19.858, 20.345]","[6.6, 6.442]","[6.6, 6.442]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,128,1024,25.604,262144,262144,10.243,10.243,[],20.486,20.486,"[25.062, 26.146]","[10.46, 10.026]","[10.46, 10.026]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,256,1024,42.898,524288,524288,12.223,12.223,[],24.445,24.445,"[43.128, 42.668]","[12.157, 12.288]","[12.157, 12.288]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,512,1024,52.168,1048576,1048576,20.1,20.1,[],40.2,40.2,"[52.366, 51.97]","[20.024, 20.176]","[20.024, 20.176]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,1024,1024,101.034,2097152,2097152,20.758,20.758,[],41.515,41.515,"[100.71, 101.358]","[20.824, 20.691]","[20.824, 20.691]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,2048,1024,168.479,4194304,4194304,24.896,24.896,[],49.792,49.792,"[169.452, 167.506]","[24.752, 25.04]","[24.752, 25.04]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,4096,1024,309.039,8388608,8388608,27.145,27.145,[],54.289,54.289,"[309.282, 308.796]","[27.123, 27.166]","[27.123, 27.166]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,8192,1024,602.473,16777216,16777216,27.847,27.847,[],55.694,55.694,"[602.425, 602.521]","[27.849, 27.845]","[27.849, 27.845]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,16384,1024,1189.433,33554432,33554432,28.21,28.21,[],56.421,56.421,"[1189.383, 1189.483]","[28.212, 28.209]","[28.212, 28.209]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,32768,1024,2364.587,67108864,67108864,28.38,28.38,[],56.761,56.761,"[2364.302, 2364.872]","[28.384, 28.377]","[28.384, 28.377]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,65536,1024,4718.501,134217728,134217728,28.445,28.445,[],56.89,56.89,"[4718.234, 4718.767]","[28.447, 28.443]","[28.447, 28.443]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,131072,1024,9417.27,268435456,268435456,28.505,28.505,[],57.009,57.009,"[9416.736, 9417.803]","[28.506, 28.503]","[28.506, 28.503]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,262144,1024,18864.102,536870912,536870912,28.46,28.46,[],56.92,56.92,"[18866.15, 18862.054]","[28.457, 28.463]","[28.457, 28.463]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,524288,1024,37660.281,1073741824,1073741824,28.512,28.512,[],57.023,57.023,"[37658.52, 37662.043]","[28.513, 28.51]","[28.513, 28.51]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,1048576,1024,75238.573,2147483648,2147483648,28.542,28.542,[],57.084,57.084,"[75241.333, 75235.813]","[28.541, 28.543]","[28.541, 28.543]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,float16,2097152,1024,150432.734,4294967296,4294967296,28.55,28.55,[],57.101,57.101,"[150429.586, 150435.882]","[28.551, 28.55]","[28.551, 28.55]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,1,1024,14.474,2048,2048,0.142,0.142,[],0.283,0.283,"[14.685, 14.263]","[0.139, 0.144]","[0.139, 0.144]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,2,1024,15.104,4096,4096,0.271,0.271,[],0.542,0.542,"[14.71, 15.497]","[0.278, 0.264]","[0.278, 0.264]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,4,1024,15.67,8192,8192,0.524,0.524,[],1.049,1.049,"[14.877, 16.463]","[0.551, 0.498]","[0.551, 0.498]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,8,1024,15.432,16384,16384,1.062,1.062,[],2.125,2.125,"[14.99, 15.874]","[1.093, 1.032]","[1.093, 1.032]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,16,1024,16.965,32768,32768,1.932,1.932,[],3.864,3.864,"[16.772, 17.158]","[1.954, 1.91]","[1.954, 1.91]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,32,1024,17.819,65536,65536,3.678,3.678,[],7.357,7.357,"[18.055, 17.584]","[3.63, 3.727]","[3.63, 3.727]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,64,1024,20.132,131072,131072,6.511,6.511,[],13.022,13.022,"[20.021, 20.242]","[6.547, 6.475]","[6.547, 6.475]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,128,1024,28.65,262144,262144,9.154,9.154,[],18.308,18.308,"[28.024, 29.276]","[9.354, 8.954]","[9.354, 8.954]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,256,1024,47.1,524288,524288,11.131,11.131,[],22.263,22.263,"[47.173, 47.026]","[11.114, 11.149]","[11.114, 11.149]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,512,1024,51.86,1048576,1048576,20.22,20.22,[],40.439,40.439,"[51.963, 51.757]","[20.179, 20.26]","[20.179, 20.26]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,1024,1024,94.925,2097152,2097152,22.093,22.093,[],44.187,44.187,"[94.34, 95.51]","[22.23, 21.957]","[22.23, 21.957]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,2048,1024,163.012,4194304,4194304,25.731,25.731,[],51.462,51.462,"[161.921, 164.104]","[25.903, 25.559]","[25.903, 25.559]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,4096,1024,310.473,8388608,8388608,27.019,27.019,[],54.038,54.038,"[310.378, 310.568]","[27.027, 27.011]","[27.027, 27.011]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,8192,1024,602.484,16777216,16777216,27.846,27.846,[],55.693,55.693,"[602.542, 602.426]","[27.844, 27.849]","[27.844, 27.849]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,16384,1024,1190.048,33554432,33554432,28.196,28.196,[],56.391,56.391,"[1190.031, 1190.065]","[28.196, 28.195]","[28.196, 28.195]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,32768,1024,2365.624,67108864,67108864,28.369,28.369,[],56.737,56.737,"[2364.089, 2367.16]","[28.387, 28.35]","[28.387, 28.35]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,65536,1024,4717.882,134217728,134217728,28.449,28.449,[],56.898,56.898,"[4718.038, 4717.727]","[28.448, 28.45]","[28.448, 28.45]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,131072,1024,9416.144,268435456,268435456,28.508,28.508,[],57.016,57.016,"[9416.447, 9415.84]","[28.507, 28.509]","[28.507, 28.509]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,262144,1024,18867.906,536870912,536870912,28.454,28.454,[],56.908,56.908,"[18875.207, 18860.606]","[28.443, 28.465]","[28.443, 28.465]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,524288,1024,37649.807,1073741824,1073741824,28.519,28.519,[],57.038,57.038,"[37650.13, 37649.485]","[28.519, 28.519]","[28.519, 28.519]"
